wavelength_nm,absorbance
350.0,0.05163756322420771
351.0,0.048598840968529865
352.0,0.04302226078991645
353.0,0.04776829543663046
354.0,0.06322287446333556
355.0,0.05272737177370737
356.0,0.06605784664249342
357.0,0.08140929396273802
358.0,0.06114281387106755
359.0,0.060341475773881895
360.0,0.09277558716175882
361.0,0.07508673421125661
362.0,0.08861016575241387
363.0,0.0928462049344875
364.0,0.10258911729321255
365.0,0.10949034757462847
366.0,0.12629943344164718
367.0,0.12472133626847283
368.0,0.12203798639559739
369.0,0.1387847335139009
370.0,0.1486478601699456
371.0,0.1400031716596719
372.0,0.14935375151407757
373.0,0.15897574391934705
374.0,0.17386320548250728
375.0,0.17730386193188516
376.0,0.18714013200484525
377.0,0.17548085551548617
378.0,0.19786203840013544
379.0,0.2078021406192298
380.0,0.21732487376081222
381.0,0.22751079074526517
382.0,0.24087180614319678
383.0,0.26118076390211586
384.0,0.2510693598317412
385.0,0.28177275014674485
386.0,0.2916919130636329
387.0,0.2980449251938121
388.0,0.30017438913808536
389.0,0.30098783755858033
390.0,0.3240339090416361
391.0,0.34056359922015117
392.0,0.34913664191889227
393.0,0.36944411445116826
394.0,0.36489995930780605
395.0,0.3796229188569764
396.0,0.3978721298632845
397.0,0.41370110072722394
398.0,0.42459839448151226
399.0,0.43599462142377154
400.0,0.436825206839558
401.0,0.45052660441789555
402.0,0.4752189884775578
403.0,0.467866830940683
404.0,0.49108311925000403
405.0,0.4995673186900991
406.0,0.5108651181309092
407.0,0.5375919300215938
408.0,0.5438646872121233
409.0,0.5636042216975898
410.0,0.5637619588473379
411.0,0.5703513233159756
412.0,0.5832702178036367
413.0,0.6036443043130852
414.0,0.609166482144164
415.0,0.6112204543579054
416.0,0.6260798683721777
417.0,0.6364788693802875
418.0,0.6478097377813095
419.0,0.6448768194643941
420.0,0.6618322845585208
421.0,0.6760743577896094
422.0,0.6724589841575653
423.0,0.6939702473424212
424.0,0.6959486125196064
425.0,0.6996555717589531
426.0,0.6976191072653918
427.0,0.7033417162641215
428.0,0.7042447119731604
429.0,0.7084886280072393
430.0,0.7266242523849963
431.0,0.7270089037237687
432.0,0.7294112610775946
433.0,0.7207544768822034
434.0,0.7101795475716035
435.0,0.7173020055795271
436.0,0.7179092836158075
437.0,0.7070713625001018
438.0,0.7171985119629666
439.0,0.7091401845280288
440.0,0.7113686578330088
441.0,0.6948885943290898
442.0,0.7090303135320579
443.0,0.712613406266694
444.0,0.6944168191411407
445.0,0.6797258244889446
446.0,0.6853986527465182
447.0,0.6658948807548718
448.0,0.663443217343306
449.0,0.6534152128436462
450.0,0.6440741081473657
451.0,0.650134506934066
452.0,0.6264639546567263
453.0,0.6303730322666289
454.0,0.6188822789370321
455.0,0.5978048782702027
456.0,0.5924722164281677
457.0,0.5689938390112881
458.0,0.5750283584104388
459.0,0.5558904783127182
460.0,0.5330713648001685
461.0,0.5289779570611526
462.0,0.519251375544813
463.0,0.5124852050771337
464.0,0.5016765317892282
465.0,0.4904463027902991
466.0,0.47580308833102036
467.0,0.47308960873674444
468.0,0.4534439973875443
469.0,0.4437300206129677
470.0,0.4102623824934145
471.0,0.41464393156759094
472.0,0.40811160310129063
473.0,0.3926634226146834
474.0,0.38238527564691976
475.0,0.3607448041520636
476.0,0.34506213784237666
477.0,0.3366628784933115
478.0,0.3342765466108831
479.0,0.3221507662754118
480.0,0.30424965937253096
481.0,0.27771987642423596
482.0,0.2744491414429976
483.0,0.277086018725378
484.0,0.2650393591060854
485.0,0.24723779510693256
486.0,0.24884247592006886
487.0,0.2367475959537105
488.0,0.2169891180888901
489.0,0.2183212919258585
490.0,0.2048494311948485
491.0,0.1923404191346082
492.0,0.19526119992024454
493.0,0.17926786386179072
494.0,0.1685931240904881
495.0,0.1639375953726922
496.0,0.14782638845855764
497.0,0.16336316225359782
498.0,0.14226199412700213
499.0,0.13510441146340546
500.0,0.14012824834781612
501.0,0.11010012713742205
502.0,0.10135655584760744
503.0,0.1403029942651668
504.0,0.1147727854628984
505.0,0.11175826663750657
506.0,0.0902518509931285
507.0,0.09105658687267973
508.0,0.09315402656854227
509.0,0.08874731248336291
510.0,0.08993621287240264
511.0,0.050919906006831425
512.0,0.08049633654159637
513.0,0.06734026165718203
514.0,0.08259048979845605
515.0,0.05260159493676726
516.0,0.06275819627409591
517.0,0.06151685071507576
518.0,0.055398616083959344
519.0,0.036291011698882575
520.0,0.06085266978384464
521.0,0.03843088671130609
522.0,0.04015135185819538
523.0,0.026369409754811134
524.0,0.0429196656909814
525.0,0.03094259831635442
526.0,0.033222297601331816
527.0,0.04098556572840356
528.0,0.04092393204750772
529.0,0.03429808670101545
530.0,0.022444706998964822
531.0,0.03422415222378438
532.0,0.03173089730970216
533.0,0.026126438430098996
534.0,0.033017780263205614
535.0,0.033406598723647665
536.0,0.028295588872524383
537.0,0.01624645669793856
538.0,0.01219231297446159
539.0,0.019745071892816164
540.0,0.029487298155175992
541.0,0.03793900991850144
542.0,0.023634521156592994
543.0,0.013635781408764489
544.0,0.01889345543762172
545.0,0.037366494220019426
546.0,0.027847582398820153
547.0,0.026161947664505587
548.0,0.005987142451676048
549.0,0.030414734888226762
550.0,0.027711930011480045
551.0,0.037817742585253125
552.0,0.017881999081516553
553.0,0.007950911700397769
554.0,0.023578833194595954
555.0,0.022663349390646098
556.0,0.008338135578059347
557.0,0.014884633107809804
558.0,0.0076497408188979064
559.0,0.022041874313988366
560.0,0.016159491018533503
561.0,0.03142041541150974
562.0,0.007096026027933012
563.0,0.009483945301766087
564.0,0.01641085886401742
565.0,0.014071966550492084
566.0,0.018592438176190884
567.0,0.008916891016046966
568.0,0.04173462624601089
569.0,0.03575634536580012
570.0,0.015758431189242958
571.0,0.014702857138858235
572.0,0.026702740340297876
573.0,0.020775308096859346
574.0,0.02065951287065824
575.0,0.026172021393089596
576.0,0.034074794943680056
577.0,0.00571854729594538
578.0,0.019527462736136952
579.0,0.025518171467802754
580.0,0.01774691383645394
581.0,0.005502965828516688
582.0,0.03274538007062196
583.0,0.029160225506901134
584.0,0.011634727095674754
585.0,0.012365439053672005
586.0,0.020482766836232624
587.0,0.021171931276568315
588.0,0.031055045149121004
589.0,0.0035378498504546677
590.0,0.030739051184454226
591.0,0.012915874196941872
592.0,0.02372200317785886
593.0,0.033624596417129574
594.0,0.009479776375716637
595.0,0.015551655634239488
596.0,0.028244789771512475
597.0,0.014119466016300136
598.0,0.019344742069905305
599.0,0.02173538270228798
600.0,0.020788213134709275
