wavelength_nm,absorbance
350.0,0.01460066928034234
351.0,0.022995320605106846
352.0,0.023508008970675783
353.0,0.03430178026010791
354.0,0.030053093731672594
355.0,0.02115305426258018
356.0,0.018651589868149597
357.0,0.027771034212776394
358.0,0.01738507025461329
359.0,0.02813331982705969
360.0,0.020651494710284594
361.0,0.026173382014394495
362.0,0.04029506398795468
363.0,0.03173959072008534
364.0,0.03702299045707977
365.0,0.020634293648954676
366.0,0.029204225048595732
367.0,0.03274764760913208
368.0,0.031116669159053676
369.0,0.026550606269306307
370.0,0.030714082008040145
371.0,0.03481336830617985
372.0,0.03325675052252986
373.0,0.024603172648928785
374.0,0.03719908832856669
375.0,0.03516451072986067
376.0,0.04669308111491092
377.0,0.03976348777883313
378.0,0.054887129521475994
379.0,0.04015267584837166
380.0,0.046108671351933736
381.0,0.044587678136149694
382.0,0.05498062162406474
383.0,0.041378108723216796
384.0,0.06877023763530338
385.0,0.0517350653909337
386.0,0.053115973913807776
387.0,0.06029508373925868
388.0,0.05740909105748856
389.0,0.06567849155811863
390.0,0.07168399436095242
391.0,0.06562003964685632
392.0,0.07972378393224383
393.0,0.08178366649151395
394.0,0.06849664992475035
395.0,0.08439448698317427
396.0,0.06978254893260949
397.0,0.07651943156361143
398.0,0.08002658312536091
399.0,0.07957696864492123
400.0,0.07210123682678136
401.0,0.11308001404676253
402.0,0.07833089268494467
403.0,0.10107095781513935
404.0,0.08559747961033423
405.0,0.09943493417960372
406.0,0.10205352422950552
407.0,0.09466140257167209
408.0,0.0983074991430433
409.0,0.11250025237573916
410.0,0.09977013339847364
411.0,0.11997643059463757
412.0,0.1205227549538735
413.0,0.11512338651598007
414.0,0.1272689091978742
415.0,0.11424687084562386
416.0,0.11338419838403535
417.0,0.1323127747960497
418.0,0.11651357513640326
419.0,0.14509206882812128
420.0,0.12331734357863172
421.0,0.14434955022672982
422.0,0.13480266535311605
423.0,0.14542063001012284
424.0,0.13870638047194303
425.0,0.14005878042069253
426.0,0.14538864838378965
427.0,0.1470539319680111
428.0,0.14453152420301382
429.0,0.14790003154802403
430.0,0.14490060190087523
431.0,0.15972677639879287
432.0,0.15539236313073249
433.0,0.16297390394149036
434.0,0.15686801914757345
435.0,0.1568771622392476
436.0,0.13782675098078553
437.0,0.15423206425324826
438.0,0.15350491440766018
439.0,0.1534395206114121
440.0,0.15481508541231506
441.0,0.15390449768561465
442.0,0.16704692324935683
443.0,0.17291156122828
444.0,0.15603136391599973
445.0,0.14380125628806878
446.0,0.169863008029368
447.0,0.1562741304369425
448.0,0.15477176678597188
449.0,0.15984536917606712
450.0,0.14849309511766315
451.0,0.1665076959473042
452.0,0.16231668689248824
453.0,0.13690599710240148
454.0,0.16101117940047877
