wavelength_nm,absorbance
350.0,0.009200316802204896
351.0,0.005875838873691165
352.0,0.00867196849783223
353.0,0.003536990502859062
354.0,0.0
355.0,0.010420779691841187
356.0,0.00727316988746635
357.0,0.0022248715870111496
358.0,0.015157981452751868
359.0,0.017693248981541558
360.0,5.452765674848238e-05
361.0,0.001377001275199111
362.0,0.021517574191788773
363.0,0.021845985535450713
364.0,0.0190549392605428
365.0,0.011382807423742418
366.0,0.043139782622598655
367.0,0.014874713818477247
368.0,0.016189218440108694
369.0,0.011875304894640665
370.0,0.01988862163439734
371.0,0.021444315199716346
372.0,0.016527786153214544
373.0,0.032228386869406586
374.0,0.022534668569348888
375.0,0.023408960690905416
376.0,0.01938879692071169
377.0,0.012629590467794173
378.0,0.020721741658612923
379.0,0.021944297035981282
380.0,0.020827482472950035
381.0,0.02444635717243522
382.0,0.030939813246373297
383.0,0.03321979367544899
384.0,0.019575756144606438
385.0,0.02981621966353655
386.0,0.018184921535307035
387.0,0.02033262375456498
388.0,0.03289551458214955
389.0,0.03648935541395683
390.0,0.03292284094633154
391.0,0.03813328872998415
392.0,0.04107783214421119
393.0,0.05476279453382596
394.0,0.054251438821109985
395.0,0.05216119364661886
396.0,0.05381774879542786
397.0,0.04571069979432447
398.0,0.05355725210396197
399.0,0.06455508637261172
400.0,0.05397631317367462
401.0,0.04723386293214316
402.0,0.07227181461631378
403.0,0.05591785655449228
404.0,0.0694044158034193
405.0,0.06731012603339247
406.0,0.08468976395543479
407.0,0.08120045513286525
408.0,0.07033673493232764
409.0,0.0754498831883799
410.0,0.08422764121528052
411.0,0.0935369992643134
412.0,0.09669913777434756
413.0,0.10914074369243534
414.0,0.10670657451126454
415.0,0.09611229374646377
416.0,0.10547993809727069
417.0,0.11840886914270002
418.0,0.09758263680747042
419.0,0.11878926163656978
420.0,0.12407773022824398
421.0,0.12503406437417885
422.0,0.12329952528549652
423.0,0.114100316582967
424.0,0.1314682701202764
425.0,0.13589159532452297
426.0,0.13000791225930017
427.0,0.14851519597289176
428.0,0.12457804756631972
429.0,0.13742585111118613
430.0,0.14067058668236854
431.0,0.1390904668587551
432.0,0.14416236416376546
433.0,0.13743016087594473
434.0,0.16772400198126797
435.0,0.1551241381660804
436.0,0.1462853873556896
437.0,0.15129108381175255
438.0,0.1515177912997987
439.0,0.16040194764915644
440.0,0.16722990797493448
441.0,0.16078993216343468
442.0,0.162642776727059
443.0,0.16058429007653283
444.0,0.15784646841223957
445.0,0.16260192519099453
446.0,0.14489876825573333
447.0,0.17467213505964307
448.0,0.15764273932844405
449.0,0.16310617787951345
450.0,0.1625396361047573
451.0,0.15728062047578198
452.0,0.15049954794606485
453.0,0.14368388382229635
454.0,0.15145483175464824
455.0,0.14943121308734106
456.0,0.14963117499919573
457.0,0.14323338917637135
458.0,0.14706812543086156
459.0,0.12648616576784594
460.0,0.13980782346218684
461.0,0.14475545667026402
462.0,0.1344762943852502
463.0,0.13349445655025818
464.0,0.13666742508488955
465.0,0.13664040241642517
466.0,0.13608127972517525
467.0,0.12371760444112176
468.0,0.1336730708398701
469.0,0.1240840545817029
470.0,0.10726055124535736
471.0,0.11874588382861094
472.0,0.10875434863273778
473.0,0.10037874742535746
474.0,0.10883334688658411
475.0,0.10693136632043179
476.0,0.09517724031261812
477.0,0.08677700084344095
478.0,0.10401085284295321
479.0,0.08028846151313199
480.0,0.07787671861559706
481.0,0.08742736062928032
482.0,0.08723455940588484
483.0,0.08479626112590757
484.0,0.07418461921941895
485.0,0.08232081838258996
486.0,0.077722488474734
487.0,0.07632387582233517
488.0,0.0680575351970896
489.0,0.062190947197739564
490.0,0.07833072029874456
491.0,0.05662996042003472
492.0,0.057216775792638196
493.0,0.05910014546029535
494.0,0.05294284448341646
495.0,0.04962267104632464
496.0,0.05211475528125192
497.0,0.04250415600756283
498.0,0.054503816538398704
499.0,0.04138099311170796
500.0,0.05431765153570351
501.0,0.03658667825820951
502.0,0.05202709586795273
503.0,0.0327198240719029
504.0,0.028905039309685524
505.0,0.04075537513822217
506.0,0.04249877151327902
507.0,0.0360015288427386
508.0,0.02803676886022262
509.0,0.03570708101594969
510.0,0.040701565301981296
511.0,0.03298419196498041
512.0,0.039277253072248004
513.0,0.01740398096373086
514.0,0.020143028851675574
515.0,0.009991200415520977
516.0,0.022841772498000557
517.0,0.02355629992030092
518.0,0.03025068942892996
519.0,0.02110598020488551
520.0,0.02770237472887198
521.0,0.027672504123425243
522.0,0.037686467195019675
523.0,0.020103233187969086
524.0,0.021689370786589997
525.0,0.027770736811852895
526.0,0.015289406894732013
527.0,0.003637733857643693
528.0,0.0227116329301834
529.0,0.019054651316291887
530.0,0.016356949788427347
531.0,0.011752071500961655
532.0,0.017265257894771652
533.0,0.01915554031240441
534.0,0.02877681482092492
535.0,0.020602572377244516
536.0,0.01276726864485587
537.0,0.023672451408824808
538.0,0.015263329612007765
539.0,0.024365456987628837
540.0,0.02708075861619673
541.0,0.025682471668637238
542.0,0.010778243886066323
543.0,0.023851557491626
544.0,0.016348501411766615
545.0,0.02905448645456385
546.0,0.0229499454405123
547.0,0.03220434885995624
548.0,0.023556613448652314
549.0,0.028052173128383033
550.0,0.03633129307054639
551.0,0.005780983758927816
552.0,0.04286653557724728
553.0,0.03105567588457705
554.0,0.04211919345590717
555.0,0.010518550542812912
556.0,0.028572406222413534
557.0,0.005911859105421486
558.0,0.01395319367914126
559.0,0.02592742769535118
560.0,0.020585864532199266
561.0,0.026872958057743986
562.0,0.019937581573773098
563.0,0.03655226490635187
564.0,0.007545653507823186
565.0,0.015048173161102447
566.0,0.0184283245155705
567.0,0.023078581528256804
568.0,0.023044695298245484
569.0,0.007760877868476297
570.0,0.020394116474136737
571.0,0.014833697163428198
572.0,0.028007920634208993
573.0,0.03456163638081205
574.0,0.018446825762318236
575.0,0.01946972316682931
576.0,0.02345449035276137
577.0,0.01602737651479473
578.0,0.014475195593356707
579.0,0.02447907541207943
580.0,0.021247935607603134
581.0,0.040580354853847644
582.0,0.018508844779508725
583.0,0.018846266747379947
584.0,0.021216184499787304
585.0,0.020219609807756223
586.0,0.03372527915114886
587.0,0.020921119201175686
588.0,0.015493174279022266
589.0,0.026212958739860653
590.0,0.03014706187191754
591.0,0.013844281680858663
592.0,0.01722690410085328
593.0,0.024243441025676837
594.0,0.0071518276987105976
