wavelength_nm,absorbance
350.0,0.015024996095397678
351.0,0.028396314947700473
352.0,0.04189870469831427
353.0,0.03127095179696933
354.0,0.03489979126577513
355.0,0.03641218656438644
356.0,0.028460609814516778
357.0,0.03745609709238438
358.0,0.036981148918221934
359.0,0.04442092926616748
360.0,0.046483230279505176
361.0,0.049476108113698083
362.0,0.05584598899249775
363.0,0.04771724417264737
364.0,0.05624183298389784
365.0,0.06544747063439933
366.0,0.07252945883288388
367.0,0.08096916218452462
368.0,0.08106539761452276
369.0,0.07751484661198302
370.0,0.08590615714573897
371.0,0.09509504230651368
372.0,0.09095349301955805
373.0,0.11681994704120295
374.0,0.11732400324017525
375.0,0.11106851397759807
376.0,0.12924377801385975
377.0,0.12436279075152307
378.0,0.14455269322072847
379.0,0.1534753176076017
380.0,0.16027158461141516
381.0,0.1568295038380926
382.0,0.16228569847541574
383.0,0.19120417582376995
384.0,0.1880259609684556
385.0,0.2060994449682764
386.0,0.22867422237716084
387.0,0.23994144994902836
388.0,0.24505599031103867
389.0,0.26102704810907185
390.0,0.27816722574516484
391.0,0.2863566369235638
392.0,0.31698058189887535
393.0,0.316591387844118
394.0,0.33757764031961124
395.0,0.35115417734511745
396.0,0.3726054596303949
397.0,0.38552913437539754
398.0,0.41495386815032065
399.0,0.4333105083213829
400.0,0.4545152989097824
401.0,0.4780406705945714
402.0,0.4927281812039672
403.0,0.5060363665497877
404.0,0.5382299779939742
405.0,0.558996155949973
406.0,0.5757669062331365
407.0,0.597786180385396
408.0,0.6284384010255534
409.0,0.6426639815509658
410.0,0.6891116304305688
411.0,0.6892873592649204
412.0,0.7244518340528855
413.0,0.7422934691367736
414.0,0.7753875400246368
415.0,0.7996813340751681
416.0,0.8248474530969224
417.0,0.8266392541731221
418.0,0.8742902578833235
419.0,0.9046343270555028
420.0,0.9273595795709948
421.0,0.9518239833438772
422.0,0.9669019023217199
423.0,0.9986092526417605
424.0,1.0274099776311156
425.0,1.0689705368655025
426.0,1.0834048971023855
427.0,1.1103725718670445
428.0,1.1316127621136454
429.0,1.1514429161025694
430.0,1.1832433256132886
431.0,1.20481197715299
432.0,1.2280400686203847
433.0,1.2476600277781542
434.0,1.2688787187618535
435.0,1.28169004970694
436.0,1.3147537578541306
437.0,1.3341839325278688
438.0,1.345088019031242
439.0,1.3567058568356987
440.0,1.3790739947816006
441.0,1.400394670130859
442.0,1.414146125356679
443.0,1.4207085060712927
444.0,1.440037013494067
445.0,1.446918784858579
446.0,1.457682224670061
447.0,1.4732015044503792
448.0,1.4711889319211007
449.0,1.4837556299879768
450.0,1.474100457315124
451.0,1.4892006157691566
452.0,1.4923350688407382
453.0,1.5025931747655563
454.0,1.5088301363358363
455.0,1.50227100009156
456.0,1.5117968712088157
457.0,1.5049842452578708
458.0,1.491763453838434
459.0,1.4751985091731252
460.0,1.4681227837045407
461.0,1.4640031088464123
462.0,1.442643206827955
463.0,1.451496722272394
464.0,1.4346688294866068
465.0,1.4258975095875206
466.0,1.39830669887544
467.0,1.4196315427692034
468.0,1.3856560192635408
469.0,1.367265349699123
470.0,1.344811896591147
471.0,1.3360500316675767
472.0,1.3209327926912324
473.0,1.2990175506041723
474.0,1.2918989594686852
475.0,1.2505791625831466
476.0,1.2185429959566176
477.0,1.2082313256543882
478.0,1.1773811097611788
479.0,1.1783829855170682
480.0,1.1289727465818615
481.0,1.1104710011941201
482.0,1.0873374877979751
483.0,1.052064274699526
484.0,1.0408465209594167
